o_city,d_city,transport_type,Average Price,Average Duration,Distance,Category
562,845,train,5670.0,464.5,466.01,2
562,857,bus,2132.22,730.0,436.68,2
562,868,bus,4795.0,1165.0,718.45,2
562,868,carpooling,3950.0,950.0,718.45,2
562,876,bus,1000.0,860.0,103.5,1
562,876,carpooling,850.0,90.0,103.5,1
562,876,train,2474.0,127.3,103.5,1
562,1061,carpooling,4650.0,380.0,583.67,2
562,1061,train,12314.67,353.67,583.67,2
562,1477,bus,7437.0,959.5,485.72,2
562,1581,carpooling,2725.0,272.5,368.95,2
562,7382,carpooling,4333.33,433.33,470.14,2
562,8937,bus,8700.0,1045.0,716.64,2
562,9166,train,6650.0,383.0,397.7,2
562,9251,carpooling,1072.22,115.56,99.88,1
562,11185,carpooling,2942.35,247.29,366.62,2
565,628,carpooling,6033.33,512.22,631.3,2
565,628,train,12168.89,303.22,631.3,2
565,635,carpooling,2487.5,225.0,273.29,2
565,635,train,5735.71,324.29,273.29,2
565,845,bus,2523.33,755.0,133.95,1
565,845,carpooling,1115.38,111.21,133.95,1
565,1918,bus,10938.57,10195.0,1131.34,3
565,5467,carpooling,1300.0,130.0,135.93,1
565,5467,train,3090.0,664.0,135.93,1
565,5548,carpooling,600.0,70.0,71.67,1
565,6031,train,4020.0,272.14,76.18,1
565,8977,train,9850.0,620.0,447.63,2
579,485,bus,2345.0,623.75,187.79,1
579,485,carpooling,1100.0,280.0,187.79,1
579,485,train,4345.71,546.14,187.79,1
579,628,bus,4080.0,1100.0,215.06,2
579,628,carpooling,1881.25,171.25,215.06,2
579,628,train,2965.0,587.92,215.06,2
579,7507,bus,7135.0,1267.5,914.44,3
580,11,carpooling,1301.92,118.46,143.08,1
580,116,bus,4720.0,2045.0,425.24,2
580,204,bus,5305.0,1543.75,490.97,2
580,204,carpooling,6000.0,600.0,490.97,2
580,204,train,12440.0,990.4,490.97,2
580,227,bus,2610.0,720.0,440.96,2
580,485,bus,2843.62,865.86,299.46,2
580,485,carpooling,3570.08,311.59,299.46,2
580,504,carpooling,1582.61,144.35,154.1,1
580,528,bus,2280.0,1095.0,254.05,2
580,528,carpooling,3100.0,220.0,254.05,2
580,528,train,13895.0,1280.17,254.05,2
580,530,bus,2463.33,698.33,334.73,2
580,534,bus,7320.0,1852.5,595.51,2
580,541,train,11512.22,699.11,468.15,2
580,585,bus,1512.5,840.0,229.77,2
580,585,carpooling,2153.33,208.0,229.77,2
580,628,bus,4367.82,1014.09,686.43,2
580,628,carpooling,6971.01,570.25,686.43,2
580,628,train,13136.57,554.11,686.43,2
580,639,bus,4281.43,2411.43,366.47,2
580,657,bus,6086.67,1598.33,629.2,2
580,685,bus,6460.0,1862.5,998.07,3
580,697,bus,8010.0,1866.67,843.93,3
580,697,train,21050.0,1156.17,843.93,3
580,876,bus,5490.0,1365.0,891.89,3
580,876,train,12416.0,696.0,891.89,3
580,1041,bus,6480.0,1450.0,207.5,2
580,1061,bus,9084.0,1690.0,826.15,3
580,1061,carpooling,8250.0,710.0,826.15,3
580,1431,carpooling,1003.85,104.62,97.01,1
580,5866,bus,2192.5,685.0,322.69,2
580,5866,train,8968.0,384.2,322.69,2
580,6216,carpooling,7250.0,591.67,733.82,2
580,6216,train,10296.67,874.67,733.82,2
580,8342,train,788.95,111.58,24.25,1
585,11,bus,1690.0,320.0,93.96,1
585,11,carpooling,754.55,80.0,93.96,1
585,11,train,2805.0,321.19,93.96,1
585,317,bus,1900.0,1007.5,185.2,1
585,317,train,4322.5,125.67,185.2,1
585,453,bus,4800.0,1110.0,762.5,2
585,453,carpooling,7116.67,576.67,762.5,2
585,453,train,11845.45,360.09,762.5,2
585,504,bus,2166.67,1335.0,101.13,1
585,504,carpooling,950.0,93.33,101.13,1
585,504,train,2968.46,321.38,101.13,1
585,611,bus,3400.0,925.0,490.78,2
585,628,carpooling,5692.86,478.57,578.06,2
585,628,train,9836.92,370.65,578.06,2
585,697,bus,3800.0,1210.0,662.92,2
585,2070,bus,5420.0,1147.5,736.56,2
585,2070,carpooling,6550.0,591.43,736.56,2
585,2621,bus,8246.67,1301.67,627.25,2
587,23,bus,4790.0,840.0,777.94,2
587,23,train,20630.0,460.0,777.94,2
587,227,bus,3880.0,995.0,434.38,2
587,227,carpooling,4750.0,360.0,434.38,2
587,488,bus,4490.0,1505.0,407.98,2
587,628,bus,2906.45,911.29,353.64,2
587,628,carpooling,3247.14,284.0,353.64,2
587,628,train,6637.23,488.7,353.64,2
587,5822,carpooling,1800.0,200.0,197.62,1
587,5822,train,3453.33,215.0,197.62,1
611,239,bus,2766.67,814.17,286.38,2
611,239,carpooling,2585.71,284.29,286.38,2
611,239,train,3943.08,523.46,286.38,2
611,317,bus,3910.0,1156.88,420.18,2
611,317,carpooling,4150.0,340.0,420.18,2
611,485,bus,3632.08,908.96,326.2,2
611,485,carpooling,3358.33,313.33,326.2,2
611,504,bus,3845.0,912.5,579.02,2
611,542,bus,1450.0,1070.0,503.2,2
611,542,carpooling,4550.0,370.0,503.2,2
611,542,train,9536.67,1506.0,503.2,2
611,585,bus,3921.25,1266.88,490.78,2
611,585,carpooling,5033.33,423.33,490.78,2
611,585,train,7472.0,1476.0,490.78,2
611,628,bus,1847.83,610.0,109.66,1
611,628,carpooling,981.32,104.49,109.66,1
611,635,carpooling,5450.0,500.0,541.69,2
611,635,train,4900.0,603.0,541.69,2
611,809,bus,3794.29,662.14,439.27,2
611,840,bus,5041.43,1084.29,543.21,2
611,840,train,8590.0,999.29,543.21,2
611,848,bus,1400.0,1750.0,107.35,1
611,848,carpooling,878.18,82.97,107.35,1
611,848,train,1831.58,300.95,107.35,1
611,1483,bus,7300.0,1425.0,1171.73,3
611,1918,bus,7230.0,1920.0,1352.12,3
611,7661,carpooling,4100.0,330.0,384.84,2
611,7661,train,11941.25,505.88,384.84,2
611,8626,bus,3785.0,1470.0,316.31,2
611,8626,carpooling,3100.0,270.0,316.31,2
611,8626,train,5171.25,985.38,316.31,2
611,8810,train,3488.12,201.44,106.26,1
619,628,carpooling,1834.48,181.03,195.66,1
628,1,bus,2740.0,480.0,342.91,2
628,1,carpooling,3175.0,270.0,342.91,2
628,1,train,9755.0,563.92,342.91,2
628,6,bus,2990.0,642.86,537.49,2
628,6,carpooling,5350.0,420.0,537.49,2
628,6,train,6910.0,516.0,537.49,2
628,11,bus,3983.5,1006.75,638.0,2
628,11,carpooling,5856.25,517.5,638.0,2
628,11,train,12109.09,646.09,638.0,2
628,23,bus,3766.18,848.54,430.97,2
628,23,carpooling,4015.01,362.07,430.97,2
628,23,train,13849.95,385.04,430.97,2
628,28,bus,2425.0,732.86,264.43,2
628,28,carpooling,2312.65,197.95,264.43,2
628,28,train,5452.94,199.94,264.43,2
628,30,bus,2013.33,563.33,394.77,2
628,30,carpooling,3556.25,322.5,394.77,2
628,30,train,6676.43,188.79,394.77,2
628,33,bus,3510.0,1128.85,433.92,2
628,33,carpooling,4283.8,356.48,433.92,2
628,33,train,8765.24,562.19,433.92,2
628,35,bus,4732.5,1150.0,600.55,2
628,37,bus,2384.12,644.12,301.21,2
628,37,carpooling,2543.18,222.73,301.21,2
628,46,bus,1690.0,235.0,163.39,1
628,46,carpooling,1403.85,134.62,163.39,1
628,46,train,3843.12,169.88,163.39,1
628,57,bus,3706.67,945.0,575.79,2
628,57,carpooling,5241.26,472.72,575.79,2
628,57,train,11805.67,527.3,575.79,2
628,76,bus,4527.14,1330.36,829.93,3
628,76,carpooling,8083.33,673.33,829.93,3
628,85,bus,3921.67,860.0,664.15,2
628,85,carpooling,5496.15,508.46,664.15,2
628,85,train,11328.46,408.0,664.15,2
628,94,carpooling,1725.0,157.5,182.56,1
628,99,bus,5099.45,1350.07,877.98,3
628,99,carpooling,7470.0,726.0,877.98,3
628,100,carpooling,3807.14,338.57,434.32,2
628,102,bus,2385.0,791.5,326.37,2
628,102,carpooling,3130.95,281.19,326.37,2
628,102,train,6726.06,340.96,326.37,2
628,109,bus,3895.62,1610.47,668.01,2
628,109,carpooling,6062.07,567.93,668.01,2
628,109,train,11582.86,445.14,668.01,2
628,122,bus,5918.12,2335.0,838.63,3
628,122,carpooling,7450.0,770.0,838.63,3
628,122,train,4031.67,543.33,838.63,3
628,126,bus,2955.73,721.91,498.67,2
628,126,carpooling,4342.63,383.47,498.67,2
628,126,train,5590.47,337.02,498.67,2
628,132,carpooling,2125.0,185.0,215.4,2
628,134,bus,2950.83,840.83,196.48,1
628,134,carpooling,1836.36,192.27,196.48,1
628,134,train,3425.62,233.69,196.48,1
628,136,carpooling,4719.7,406.06,489.92,2
628,136,train,9055.0,401.67,489.92,2
628,143,bus,6115.0,1130.0,651.73,2
628,144,bus,3600.0,1370.0,678.14,2
628,148,bus,2400.0,1585.0,503.93,2
628,151,bus,8125.0,1962.5,1528.26,3
628,152,bus,2894.55,712.73,416.87,2
628,152,carpooling,3912.5,302.5,416.87,2
628,158,bus,1982.78,541.67,269.89,2
628,158,carpooling,1987.5,210.0,269.89,2
628,163,bus,9236.0,1852.0,1244.0,3
628,168,bus,1226.44,572.67,200.27,2
628,168,carpooling,1826.67,171.85,200.27,2
628,168,train,3048.57,202.29,200.27,2
628,173,bus,4777.24,1099.83,689.68,2
628,173,carpooling,6958.33,578.33,689.68,2
628,173,train,14639.29,953.14,689.68,2
628,184,bus,6800.0,278.75,146.38,1
628,184,carpooling,1399.11,147.86,146.38,1
628,184,train,4455.71,143.5,146.38,1
628,186,bus,3256.34,569.88,453.1,2
628,186,carpooling,4279.1,374.78,453.1,2
628,186,train,7588.12,280.38,453.1,2
628,189,bus,1466.67,740.0,200.11,2
628,189,carpooling,1768.75,172.5,200.11,2
628,189,train,5172.86,225.57,200.11,2
628,191,carpooling,730.0,114.0,77.93,1
628,192,bus,1548.33,551.25,231.82,2
628,192,carpooling,1977.27,186.67,231.82,2
628,192,train,3491.11,443.0,231.82,2
628,193,carpooling,2506.25,220.0,261.85,2
628,193,train,4742.42,303.18,261.85,2
628,197,bus,2756.97,1278.03,311.18,2
628,197,carpooling,2707.5,229.0,311.18,2
628,197,train,7833.41,229.51,311.18,2
628,200,bus,2207.69,980.0,346.53,2
628,200,carpooling,3226.53,291.22,346.53,2
628,200,train,4878.28,796.28,346.53,2
628,204,carpooling,3873.53,373.53,378.8,2
628,213,bus,8030.0,3896.67,627.06,2
628,213,carpooling,5425.0,490.0,627.06,2
628,213,train,11189.0,322.6,627.06,2
628,214,carpooling,1507.95,151.82,174.63,1
628,223,carpooling,3964.29,352.86,465.32,2
628,227,bus,1923.08,525.77,261.12,2
628,227,carpooling,2326.22,212.07,261.12,2
628,227,train,5107.14,328.21,261.12,2
628,238,bus,2730.0,990.0,469.3,2
628,246,carpooling,3687.5,201.25,244.59,2
628,261,bus,2726.67,698.33,440.63,2
628,267,bus,9426.36,1337.73,885.28,3
628,267,carpooling,8950.0,770.0,885.28,3
628,272,carpooling,3500.0,250.0,333.67,2
628,272,train,7927.14,166.0,333.67,2
628,277,bus,3205.0,1177.5,478.22,2
628,277,carpooling,4812.5,380.0,478.22,2
628,277,train,11716.67,1281.5,478.22,2
628,290,bus,5850.0,1692.5,1276.84,3
628,317,bus,3640.05,587.23,480.41,2
628,317,carpooling,4286.29,364.8,480.41,2
628,317,train,9558.39,252.8,480.41,2
628,336,bus,7165.0,1012.5,745.55,2
628,336,carpooling,6850.0,590.0,745.55,2
628,348,bus,7900.0,715.0,689.12,2
628,348,carpooling,5725.0,503.33,689.12,2
628,348,train,10078.46,499.38,689.12,2
628,367,carpooling,6275.0,545.0,700.81,2
628,401,bus,2671.25,1003.75,403.56,2
628,401,carpooling,3590.0,332.0,403.56,2
628,411,bus,5250.0,1645.0,1275.78,3
628,424,bus,2709.59,822.23,398.5,2
628,424,carpooling,3588.95,315.0,398.5,2
628,424,train,6183.08,788.23,398.5,2
628,428,carpooling,3933.33,343.33,411.85,2
628,429,carpooling,2060.34,212.76,244.83,2
628,429,train,6293.85,192.77,244.83,2
628,434,bus,1073.75,385.94,178.3,1
628,434,carpooling,1560.87,136.09,178.3,1
628,434,train,2906.67,282.56,178.3,1
628,437,bus,6730.0,1120.0,765.88,2
628,438,carpooling,1589.24,151.35,184.35,1
628,446,bus,1200.0,1740.0,194.79,1
628,446,carpooling,1836.59,167.07,194.79,1
628,451,bus,2908.57,764.29,305.2,2
628,451,carpooling,3000.0,255.56,305.2,2
628,453,bus,1879.03,722.25,205.84,2
628,453,carpooling,1689.4,161.93,205.84,2
628,453,train,4239.02,209.07,205.84,2
628,455,bus,2708.33,705.21,344.67,2
628,455,carpooling,2899.31,252.92,344.67,2
628,455,train,6006.0,386.4,344.67,2
628,459,bus,6182.0,1400.0,879.07,3
628,462,bus,7023.33,1348.33,963.8,3
628,467,bus,5507.17,589.81,344.41,2
628,467,carpooling,4141.13,393.23,344.41,2
628,467,train,17190.0,721.4,344.41,2
628,471,bus,2310.0,628.0,340.13,2
628,471,carpooling,3600.0,280.0,340.13,2
628,471,train,7612.5,599.25,340.13,2
628,472,bus,1966.67,1286.67,437.47,2
628,472,carpooling,3975.0,355.0,437.47,2
628,472,train,6966.67,798.33,437.47,2
628,483,bus,2461.0,875.5,286.99,2
628,483,carpooling,2844.87,283.33,286.99,2
628,483,train,7590.0,189.0,286.99,2
628,485,bus,2553.37,527.66,390.63,2
628,485,carpooling,3489.23,306.3,390.63,2
628,485,train,7495.28,492.03,390.63,2
628,488,carpooling,2912.5,252.5,338.34,2
628,488,train,6232.14,525.36,338.34,2
628,503,carpooling,5712.5,510.0,621.66,2
628,504,bus,4850.29,1387.07,659.56,2
628,504,carpooling,5896.7,508.8,659.56,2
628,504,train,10549.82,377.51,659.56,2
628,511,bus,4695.0,1715.0,462.14,2
628,511,carpooling,4566.67,383.33,462.14,2
628,517,carpooling,6585.71,550.0,688.01,2
628,517,train,12134.29,638.71,688.01,2
628,524,bus,3190.75,809.25,281.08,2
628,524,carpooling,2548.86,214.49,281.08,2
628,524,train,6186.0,616.6,281.08,2
628,528,bus,5621.43,1115.0,638.68,2
628,528,carpooling,6912.5,590.0,638.68,2
628,528,train,13350.0,1670.0,638.68,2
628,535,bus,2958.33,830.42,546.77,2
628,535,carpooling,4797.37,420.0,546.77,2
628,535,train,5974.67,827.07,546.77,2
628,541,carpooling,2465.0,225.0,280.27,2
628,541,train,4468.67,564.73,280.27,2
628,542,bus,4462.91,1064.87,595.3,2
628,542,carpooling,5379.55,486.73,595.3,2
628,544,bus,1948.0,1414.0,284.37,2
628,544,carpooling,2883.33,266.67,284.37,2
628,546,bus,2920.0,1030.0,456.0,2
628,546,carpooling,4183.33,356.67,456.0,2
628,546,train,9415.0,414.6,456.0,2
628,548,carpooling,2250.0,205.0,264.62,2
628,548,train,3516.25,1034.62,264.62,2
628,554,carpooling,3782.14,357.86,388.95,2
628,554,train,9434.58,732.33,388.95,2
628,556,bus,4176.67,1095.0,684.33,2
628,556,carpooling,6733.33,546.67,684.33,2
628,556,train,14442.86,884.86,684.33,2
628,560,bus,1754.29,475.0,278.93,2
628,560,carpooling,2162.5,327.5,278.93,2
628,560,train,6412.86,218.0,278.93,2
628,562,bus,2309.24,570.5,338.32,2
628,562,carpooling,2896.31,244.73,338.32,2
628,562,train,6686.89,286.66,338.32,2
628,580,bus,4852.73,1033.27,686.43,2
628,580,carpooling,6819.08,605.88,686.43,2
628,580,train,13524.74,1202.78,686.43,2
628,585,bus,3430.0,2432.31,578.06,2
628,585,carpooling,5397.37,465.44,578.06,2
628,585,train,6982.0,698.0,578.06,2
628,587,bus,2203.33,999.71,353.64,2
628,587,carpooling,3281.58,284.21,353.64,2
628,587,train,5783.99,344.66,353.64,2
628,611,bus,1400.0,1720.0,109.66,1
628,611,carpooling,983.92,106.77,109.66,1
628,619,carpooling,1769.57,169.06,195.66,1
628,632,carpooling,2750.0,320.0,311.1,2
628,635,bus,3463.02,903.19,651.26,2
628,635,carpooling,6020.45,529.32,651.26,2
628,635,train,10355.32,363.69,651.26,2
628,639,bus,3910.62,965.31,685.18,2
628,639,carpooling,6575.0,532.5,685.18,2
628,657,bus,1908.89,522.22,293.58,2
628,657,carpooling,2611.32,234.91,293.58,2
628,673,bus,5491.25,1049.38,883.04,3
628,685,bus,3208.57,1120.71,484.89,2
628,685,carpooling,4208.33,360.0,484.89,2
628,685,train,9365.0,549.7,484.89,2
628,694,carpooling,1150.0,108.5,126.49,1
628,694,train,3487.69,173.82,126.49,1
628,697,bus,2010.32,760.4,308.16,2
628,697,carpooling,2595.42,224.34,308.16,2
628,697,train,6954.1,318.27,308.16,2
628,709,bus,8604.49,1535.14,1104.63,3
628,712,bus,3244.17,514.76,373.38,2
628,712,carpooling,4073.08,339.04,373.38,2
628,714,carpooling,1034.54,106.28,112.62,1
628,714,train,2160.0,153.45,112.62,1
628,719,carpooling,3783.33,326.67,439.22,2
628,719,train,8790.0,893.29,439.22,2
628,720,carpooling,790.0,90.0,100.2,1
628,730,carpooling,1450.0,140.0,191.71,1
628,730,train,4471.0,362.7,191.71,1
628,737,bus,2308.33,924.17,321.39,2
628,737,carpooling,3120.0,268.0,321.39,2
628,737,train,6887.5,524.5,321.39,2
628,753,bus,3622.5,950.42,246.69,2
628,753,train,4789.33,504.47,246.69,2
628,769,bus,1826.67,615.0,209.44,2
628,769,carpooling,1833.33,216.67,209.44,2
628,769,train,4205.71,244.57,209.44,2
628,806,bus,7890.0,2010.0,1544.35,3
628,809,bus,2212.26,1014.35,397.44,2
628,809,carpooling,3520.29,341.45,397.44,2
628,809,train,9461.76,482.1,397.44,2
628,825,bus,4612.76,1121.21,648.73,2
628,825,carpooling,5761.11,504.44,648.73,2
628,843,carpooling,5976.58,531.26,693.31,2
628,845,bus,3425.0,1371.0,586.13,2
628,845,carpooling,4951.65,435.56,586.13,2
628,845,train,7567.46,644.92,586.13,2
628,847,bus,3780.0,305.0,216.69,2
628,847,carpooling,1854.08,170.41,216.69,2
628,847,train,6187.27,117.73,216.69,2
628,848,bus,1305.88,605.59,203.74,2
628,848,carpooling,1852.61,169.67,203.74,2
628,851,bus,7180.0,1215.0,825.15,3
628,857,carpooling,1265.79,135.79,140.98,1
628,872,bus,3491.22,661.06,476.72,2
628,872,carpooling,4389.47,375.79,476.72,2
628,872,train,8444.81,332.27,476.72,2
628,876,bus,2059.17,792.78,400.05,2
628,876,carpooling,3000.0,280.0,400.05,2
628,880,bus,5837.69,4003.08,842.48,3
628,965,bus,11580.0,1595.0,1060.68,3
628,994,bus,16540.0,1995.0,1341.18,3
628,1041,bus,3790.0,1098.64,600.18,2
628,1041,carpooling,5194.74,469.21,600.18,2
628,1041,train,9625.0,307.71,600.18,2
628,1061,bus,2835.71,740.48,262.65,2
628,1061,carpooling,2406.66,214.41,262.65,2
628,1061,train,6811.84,247.44,262.65,2
628,1064,bus,6834.0,951.0,626.64,2
628,1064,carpooling,5950.0,506.67,626.64,2
628,1064,train,9870.0,820.4,626.64,2
628,1088,bus,2331.67,637.5,408.92,2
628,1088,carpooling,4157.63,344.92,408.92,2
628,1088,train,8750.0,394.67,408.92,2
628,1252,bus,4726.67,1055.0,599.74,2
628,1294,bus,10595.0,1712.5,1369.61,3
628,1294,carpooling,11016.67,1036.67,1369.61,3
628,1383,bus,4605.24,731.76,505.43,2
628,1532,bus,9080.0,1977.5,1597.42,3
628,1894,carpooling,6966.67,573.33,687.11,2
628,1918,bus,8448.75,2455.0,1449.96,3
628,1918,carpooling,13050.0,1135.0,1449.96,3
628,2023,bus,6165.57,880.98,606.3,2
628,2023,carpooling,7200.0,590.0,606.3,2
628,2087,bus,11663.33,1566.67,1239.04,3
628,2226,bus,15650.0,2832.5,1490.47,3
628,2621,bus,10708.89,1352.78,1063.94,3
628,2621,carpooling,10400.0,910.0,1063.94,3
628,3973,carpooling,5325.0,485.0,580.56,2
628,5105,carpooling,800.0,88.33,70.48,1
628,5115,bus,7944.0,1734.0,1026.67,3
628,5118,bus,2982.2,885.73,304.01,2
628,5118,carpooling,2900.0,240.0,304.01,2
628,5118,train,5493.47,260.32,304.01,2
628,5119,bus,5360.0,603.33,411.87,2
628,5119,carpooling,4150.0,460.0,411.87,2
628,5196,bus,8756.0,1395.5,1033.51,3
628,5197,bus,7045.0,1540.0,1362.26,3
628,5412,carpooling,1666.67,193.33,144.59,1
628,5412,train,2353.42,311.5,144.59,1
628,5459,carpooling,4792.22,440.89,533.52,2
628,5502,carpooling,4304.55,367.27,432.49,2
628,5502,train,16160.0,272.0,432.49,2
628,5691,train,2862.5,213.83,186.98,1
628,5938,carpooling,4362.31,381.69,494.56,2
628,5938,train,11306.36,235.64,494.56,2
628,5975,carpooling,4604.55,440.0,494.04,2
628,5975,train,5512.86,424.32,494.04,2
628,6062,carpooling,4300.0,390.0,430.87,2
628,6107,carpooling,2020.0,187.6,229.26,2
628,6107,train,6456.67,226.0,229.26,2
628,6249,carpooling,618.18,70.0,72.48,1
628,6249,train,1676.67,175.0,72.48,1
628,6313,carpooling,1720.0,159.0,229.34,2
628,6313,train,4265.0,148.7,229.34,2
628,6334,carpooling,4413.89,402.78,500.67,2
628,6677,carpooling,700.0,80.0,80.75,1
628,6677,train,1548.57,431.71,80.75,1
628,6912,bus,2490.0,610.0,372.9,2
628,6912,carpooling,3440.7,281.4,372.9,2
628,6912,train,6015.0,302.25,372.9,2
628,7138,carpooling,1011.11,168.89,121.77,1
628,7138,train,2571.67,179.33,121.77,1
628,7382,carpooling,1723.08,185.38,190.8,1
628,7382,train,3024.44,183.33,190.8,1
628,7453,bus,3658.0,931.0,665.23,2
628,7453,carpooling,6080.0,534.0,665.23,2
628,7453,train,10050.0,385.29,665.23,2
628,7507,bus,8794.3,1749.3,1052.02,3
628,7576,carpooling,996.81,108.09,117.9,1
628,7576,train,1907.78,147.06,117.9,1
628,7811,carpooling,4008.33,358.33,376.97,2
628,8104,carpooling,3792.86,340.0,435.3,2
628,8626,carpooling,3408.93,302.5,380.87,2
628,8626,train,9058.64,247.32,380.87,2
628,8722,bus,8390.0,1087.5,869.35,3
628,8752,carpooling,3300.0,260.0,345.3,2
628,8752,train,7555.56,231.89,345.3,2
628,8970,bus,3341.8,1108.82,345.64,2
628,8970,carpooling,3223.68,288.37,345.64,2
628,8970,train,6516.25,436.38,345.64,2
628,8972,bus,2797.14,859.29,283.52,2
628,8972,carpooling,2750.0,450.0,283.52,2
628,9251,carpooling,2320.0,260.0,274.75,2
628,9251,train,6843.33,233.58,274.75,2
628,9262,bus,2938.89,753.56,458.45,2
628,9262,carpooling,4344.64,369.64,458.45,2
628,9262,train,10376.25,249.06,458.45,2
628,9387,bus,10695.0,1535.0,1189.94,3
628,9442,carpooling,4457.14,368.57,531.96,2
628,9442,train,9450.0,214.83,531.96,2
628,9444,carpooling,4900.0,421.67,563.26,2
628,9635,carpooling,4417.86,408.57,468.78,2
628,10047,bus,3497.74,773.39,456.84,2
628,10047,carpooling,4346.77,369.03,456.84,2
628,10129,carpooling,1517.5,153.0,174.69,1
628,10129,train,2898.57,747.43,174.69,1
628,10480,carpooling,5750.0,510.0,640.42,2
628,10753,bus,3161.67,600.0,472.56,2
628,10753,carpooling,4609.09,411.82,472.56,2
628,11727,bus,8797.5,4736.25,1756.06,3
628,11857,bus,10230.0,1890.0,1562.88,3
628,11857,carpooling,14087.5,1262.5,1562.88,3
635,85,bus,2450.0,232.0,91.99,1
635,85,carpooling,838.16,80.53,91.99,1
635,85,train,2068.0,142.9,91.99,1
635,565,bus,1600.0,365.0,273.29,2
635,565,carpooling,3100.0,290.0,273.29,2
635,565,train,4828.0,275.0,273.29,2
635,611,carpooling,5390.0,434.0,541.69,2
635,628,bus,3680.0,1135.0,651.26,2
635,628,carpooling,5801.56,519.69,651.26,2
635,884,bus,9690.0,10845.0,976.76,3
638,126,bus,2400.0,295.0,105.82,1
638,126,carpooling,1016.67,96.67,105.82,1
638,197,bus,3905.0,1297.5,245.78,2
638,197,train,5680.0,885.4,245.78,2
638,227,bus,3999.75,898.62,411.83,2
638,227,train,9288.2,1309.77,411.83,2
638,483,bus,4190.0,1065.0,643.08,2
638,483,carpooling,5850.0,520.0,643.08,2
638,483,train,17024.29,1040.57,643.08,2
638,485,bus,2337.5,988.75,329.97,2
638,485,carpooling,3116.67,290.0,329.97,2
639,76,carpooling,1542.11,148.42,157.43,1
639,126,bus,2420.0,608.75,365.73,2
639,126,carpooling,3450.0,286.0,365.73,2
639,185,bus,3490.0,5330.0,479.81,2
639,453,bus,4496.02,1077.53,883.18,3
639,453,carpooling,7300.0,620.0,883.18,3
639,485,bus,2197.5,515.0,374.58,2
639,485,carpooling,4225.0,295.0,374.58,2
639,485,train,6916.47,466.47,374.58,2
639,504,bus,1550.0,428.33,212.4,2
639,504,carpooling,2400.0,226.67,212.4,2
639,504,train,5378.0,454.3,212.4,2
639,611,bus,3800.0,920.0,584.39,2
639,611,train,4630.0,661.0,584.39,2
639,628,bus,4667.5,1397.5,685.18,2
639,628,carpooling,6400.0,513.33,685.18,2
639,714,bus,3892.5,1062.5,762.67,2
639,714,train,8754.44,565.78,762.67,2
639,872,carpooling,2700.0,265.0,295.43,2
639,872,train,6050.62,231.94,295.43,2
639,1061,bus,5470.0,1143.0,911.49,3
639,1061,train,14318.89,612.33,911.49,3
639,5548,train,920.0,367.67,20.18,1
639,7168,bus,8080.0,1280.0,558.63,2
639,9387,carpooling,5000.0,460.0,562.08,2
639,10480,carpooling,2508.33,176.67,206.78,2
649,528,carpooling,1960.0,200.0,216.36,2
657,147,train,3270.0,1457.0,68.46,1
657,188,bus,4900.0,1201.25,507.52,2
657,628,carpooling,2633.33,230.67,293.58,2
657,732,bus,5686.67,1710.0,338.75,2
657,732,train,10472.0,778.2,338.75,2
657,809,bus,4912.56,1086.79,598.66,2
657,809,carpooling,6300.0,525.0,598.66,2
657,11185,carpooling,2700.0,230.0,313.64,2
673,451,bus,3767.5,975.0,631.12,2
673,628,bus,7980.0,1057.5,883.04,3
673,628,carpooling,4496.0,650.0,883.04,3
685,85,bus,4340.0,1200.0,540.17,2
685,85,carpooling,5350.0,530.0,540.17,2
685,85,train,14738.57,767.0,540.17,2
685,107,bus,5005.79,1663.16,768.23,2
685,107,carpooling,8075.0,680.0,768.23,2
685,107,train,14530.15,1039.95,768.23,2
685,227,bus,4158.33,1065.83,686.8,2
685,227,carpooling,5900.0,480.0,686.8,2
685,580,bus,6534.29,1672.86,998.07,3
685,809,bus,3965.71,1072.86,878.15,3
685,1600,bus,13716.0,2190.0,614.06,2
690,714,bus,5140.0,1067.5,652.2,2
694,184,bus,5000.0,215.0,35.63,1
694,184,carpooling,400.0,40.0,35.63,1
694,184,train,1300.56,221.11,35.63,1
694,185,carpooling,2766.67,223.33,277.74,2
694,227,carpooling,2316.67,210.0,223.71,2
694,438,bus,2913.85,528.85,309.64,2
694,438,carpooling,2650.0,226.25,309.64,2
694,438,train,8046.0,510.0,309.64,2
694,504,bus,5324.44,977.78,666.49,2
694,504,carpooling,5800.0,460.0,666.49,2
694,504,train,11310.0,1300.0,666.49,2
694,628,bus,4693.33,218.33,126.49,1
694,628,carpooling,1182.5,108.0,126.49,1
694,628,train,3271.82,184.82,126.49,1
694,714,bus,1354.29,364.29,211.28,2
694,714,train,4290.0,305.56,211.28,2
694,1061,carpooling,2650.0,180.0,181.77,1
694,5611,carpooling,5900.0,570.0,491.76,2
694,5611,train,12325.71,812.43,491.76,2
694,6249,carpooling,655.56,105.56,87.94,1
694,6249,train,4116.29,309.69,87.94,1
694,7330,bus,3190.0,585.0,525.89,2
694,9712,train,4416.67,757.33,210.81,2
697,57,bus,4917.5,1771.25,678.25,2
697,57,carpooling,7900.0,620.0,678.25,2
697,76,bus,6466.67,1120.0,803.96,3
697,76,carpooling,8250.0,730.0,803.96,3
